order_id,user_id,order_number,product_id
1241936,134367,3,13895
3377724,26681,20,43086
2747143,15587,11,29603
578635,175136,16,23032
2124544,171447,16,39475
1753055,36985,6,1405
2390113,183218,6,39663
1153974,67802,9,12745
928850,187423,6,37215
408265,90232,4,10305
1313469,123368,16,18908
2761226,88914,15,2536
1180729,62989,7,3413
857759,55790,22,47626
1271188,133052,84,46979
113788,35608,15,37766
3163308,166992,3,47209
1157240,41244,11,19348
500206,1024,11,17902
1065282,197154,20,9159
1966660,84220,12,25087
2040721,120318,5,3682
2414747,81571,2,4210
2188383,67271,5,47766
1680390,35712,5,37192
2100708,179122,14,5067
2684656,65186,1,8277
228906,134139,1,8997
811829,101756,5,35628
1496672,44363,53,13062
1187833,175557,6,10673
2743423,42724,14,49683
1303699,139706,4,3272
417585,35506,4,9762
1655485,156394,2,10017
569383,192498,7,23032
281265,87032,14,32923
1672666,133417,5,25936
1263601,41860,24,24852
2656174,43528,5,31893
473627,171537,1,21333
1064939,181590,2,43352
102674,66211,2,4932
2876338,54042,41,21137
2005388,26220,2,29307
781071,119156,29,31759
2289809,171840,13,19057
453657,18781,27,40724
2618966,4453,2,12491
2506768,3199,24,33754
2056660,22913,38,33647
2677147,164380,59,47576
785793,188763,56,38051
2570296,160484,6,39275
1873831,151818,3,21137
688026,174057,3,37687
1480110,58797,5,43504
2218178,97632,2,13740
2082302,137104,1,35535
3055240,160904,10,1234
1016672,48849,49,5450
808403,195246,12,21872
839621,140281,7,31102
1460133,55020,15,13913
938406,111094,6,14704
2332528,75719,7,33731
454509,133697,1,216
2227321,84573,10,8424
2084100,183602,1,13176
2690059,192468,5,42476
807202,200687,13,2314
1695249,111620,6,47626
547440,50021,1,19415
1940932,41031,8,311
1026986,105407,16,5502
543478,183231,9,4455
1817222,10826,18,28522
2426162,119649,1,29223
2880040,17994,36,19348
1518914,106189,27,21616
3066836,169630,22,24838
230811,973,1,39275
1389708,15186,1,3913
1948315,139347,58,7552
383922,122903,40,10749
3315302,143336,40,28465
1666125,175285,5,33401
1314642,171040,8,23504
960941,126383,16,19660
3380284,115388,4,18679
1008410,8246,9,6087
2485372,113136,14,25230
3024349,86373,46,37611
2704989,59362,7,35546
1780952,113937,88,22142
282686,60939,13,40852
23236,192015,1,32330
2739490,24308,16,11782
3245966,23832,23,22220
1803998,184112,51,41387
2260914,82466,8,34734
894493,30654,48,42265
2160329,133122,5,12290
972441,131565,11,46676
2338770,84486,2,27521
1361030,127000,73,29432
2601517,77551,6,33560
1632381,169193,10,8571
3202757,44330,63,30391
2185492,148644,14,31853
1760153,52513,3,19051
257258,39954,4,26209
3105732,39328,70,27325
1661558,1386,5,5517
2857770,88284,2,44487
2043183,30613,13,27104
406769,61110,5,9839
3323504,139669,17,25469
272211,159189,12,24184
3030439,14773,31,21288
2693155,140416,3,43772
11950,34737,32,19048
677344,119596,9,8151
2101247,198823,18,22565
2826824,173573,5,44987
1873612,31093,87,46667
3307039,195922,20,12923
1570769,59140,9,30233
1328687,22484,14,17730
834708,66482,87,26949
3048989,171415,6,33731
2172526,65463,17,18200
1449929,15145,5,37250
2783051,66714,1,32403
381718,167947,18,33290
2433750,191475,3,27104
321821,25266,10,27966
3069188,104216,5,27903
439917,78364,3,1263
373722,94988,76,24221
901046,100350,9,43720
2751583,9123,7,46969
2279511,68575,30,31683
1594769,158881,2,10768
1270241,137800,10,5339
1323622,195034,9,24852
74314,29713,22,21903
2173485,32327,2,8153
1826719,13766,20,46979
2358455,187752,4,10132
2199337,55284,6,49235
1391204,103489,26,47492
236047,7455,5,24852
1097260,186338,69,36695
3344253,99227,28,36036
1936624,13120,19,35147
3198120,69650,18,8174
515223,192417,8,12686
2675810,202384,33,9648
2036901,158666,8,14643
572599,197978,2,1233
1923698,167520,19,41771
1426252,12739,29,12039
1874792,86797,16,39993
2314080,156371,10,7567
3061392,11334,41,25827
188743,114534,1,5514
783609,36316,7,35042
2248769,61707,10,10310
2340882,124124,49,13646
177412,89422,13,12254
1427715,74176,4,39121
592707,528,11,41290
498802,83872,36,36082
2560937,25947,5,32303
2329120,107838,2,21267
2779276,107076,1,23085
800986,65289,5,16290
1031418,7085,8,21137
3203131,136084,12,46388
3269199,26022,40,20520
1875005,7608,44,18398
1117891,147480,23,43122
1930347,171249,11,1695
2293680,113625,9,3599
1456429,119841,10,5441
2450020,28421,6,46227
999666,125066,14,2295
2486720,183700,8,43014
645047,200860,33,5450
2916843,151944,12,8021
1569021,40461,11,38241
732041,150000,74,44359
2254934,109359,28,8518
2357044,153243,48,47626
2409842,44826,11,29346
253051,166459,31,21903
2455363,60040,68,21938
3347934,34484,6,20674
1155676,202593,28,19706
238543,93053,14,21011
333263,6785,5,15969
2141091,157847,34,42265
2594375,133718,3,5535
3007645,42410,15,12409
738745,206105,84,21903
871516,69639,27,25890
3098465,53757,4,38544
1526838,159636,6,5203
1475276,267,1,28204
3356604,112755,10,7156
3008408,201827,28,27065
2480047,95962,14,6187
1904580,180441,3,46667
1304097,14365,9,5677
761230,102928,13,17041
3003976,164680,39,40141
2837154,174559,13,15740
2719020,9699,3,48745
2619138,46737,1,13097
3244844,72754,23,3990
2034856,192734,18,41950
2210522,201412,68,1463
2520514,7434,9,48857
462039,18433,9,47766
3406406,101599,23,8571
3206370,84610,9,23400
2123239,175866,4,22559
2583503,191482,16,48104
1563893,174137,2,32303
2321481,165533,6,7781
1620076,58356,2,31553
1444273,46682,4,27197
1456828,107834,3,48335
1537563,47015,9,28050
2165414,79240,8,18152
141304,25607,58,37521
406901,50111,39,28330
2689732,174283,4,47912
2811272,89048,26,24382
2481732,174089,18,1529
716919,11004,9,17341
413502,81437,8,37374
3400111,124072,1,28985
3131965,83457,1,26480
2036733,187045,5,25919
1124329,81264,1,7963
1691847,192153,6,8380
1178682,79850,6,26209
1569830,116932,66,45961
723992,80803,11,17900
2580055,184144,15,44949
3261697,40644,25,22035
3149064,26439,7,11068
31969,63198,29,33548
1338927,15699,18,20706
1993614,104221,15,20518
2365716,80488,8,16679
2100179,161067,29,16570
1354884,113995,61,32578
2363177,166451,45,6069
2596874,44167,1,41787
2903232,109292,7,28204
505566,68128,48,29307
1766259,53489,2,12962
2805833,105780,3,27845
1745500,106351,32,34358
2786819,131308,19,14809
1259850,31226,5,35430
2422083,80896,37,32773
3213376,49999,25,49517
2412007,170914,27,24442
3071550,138234,11,38015
3188058,182084,13,32573
282546,9551,8,15044
2442210,201490,2,22849
11663,28427,21,43371
1530883,202956,13,24184
547449,111338,7,21903
1849460,92313,21,26709
3025979,150000,6,5876
2394717,32177,1,7559
3140387,138599,4,21903
359975,191110,13,45066
1108239,187184,6,25199
1426401,42584,15,31562
1512072,18821,13,5876
2954555,131838,7,35221
3090210,62329,21,13176
165442,171435,23,32520
2424225,177654,8,19240
996512,23037,5,38802
1846882,138399,16,42356
800757,68827,1,2099
192891,42864,3,41540
2052505,121977,6,1017
3121989,156542,29,27451
2717732,133309,3,8277
1960496,30533,18,11345
1231742,121523,10,37096
863582,38702,2,36011
2041345,21954,10,2732
3275836,35123,20,41083
503121,25625,5,47029
480055,59267,1,13517
334076,183968,56,12807
1380307,150792,1,27336
2287375,124213,3,397
377940,138561,6,26497
2383070,106161,1,17155
2632295,122340,26,43961
561954,24629,2,25890
3353678,132182,12,32069
1480052,88483,3,41665
1647200,147868,32,20549
2713000,137363,27,13424
239594,146021,6,8347
1075434,122391,72,37442
2360043,130804,5,18027
922369,191095,15,31964
2790050,18649,5,35163
2280227,20929,6,23801
2374250,110876,43,5479
2135062,18944,4,42423
1704113,69353,4,31960
545396,161760,2,30675
2482710,22906,19,13292
1862323,199045,8,19057
2631019,78182,61,48171
482600,197535,1,18229
1414466,18355,3,29005
207071,176659,4,14947
2223210,39814,1,35776
2667983,164054,7,36064
2327370,58544,1,6300
2163292,88558,5,40174
129276,91925,23,49652
2855303,154247,3,48142
310357,29227,4,44560
2476775,192811,5,20520
2120203,26310,5,38772
2003133,105063,83,6474
2852951,124920,1,7241
1708708,175589,12,9290
2260917,87087,13,46979
61066,166550,21,36051
2279133,172510,15,47877
3158813,105338,8,37646
3011773,127523,73,8174
2308921,123568,7,49224
1188417,53098,5,25890
2751807,31087,44,32729
1351386,158113,13,30696
1681713,194240,2,49341
885291,78692,11,32605
1481248,9230,5,18987
2945807,180369,8,46041
1892901,145529,13,16291
2431589,38025,23,39275
15799,78555,19,16710
1588399,6908,3,3631
2119294,131946,21,11688
2284687,188237,2,28985
1899462,184237,10,25331
1069553,78152,7,6369
2781117,128162,4,15290
435011,99608,20,27086
1913019,116840,3,7139
2108535,55228,20,30391
2570849,28160,2,14858
1646740,134491,4,8710
2757779,188804,6,810
2752008,177319,21,5484
1504492,114761,22,27966
20443,188178,25,6142
3153196,116859,46,20906
2945475,13131,35,48679
2947749,161877,8,7054
564647,150638,4,14461
2198606,76586,28,39001
1613826,54844,67,4086
2975564,179206,2,22000
1371696,174676,7,20760
3209769,32391,14,8580
2461105,188604,4,21288
3397419,17444,28,2078
346549,5260,5,34968
402571,198228,45,24852
3016523,153672,4,44987
2719642,52796,7,31130
1049173,453,6,44422
749423,199638,5,23744
2978162,203735,5,44683
505344,37995,12,21137
2531781,122743,2,39619
3011064,161431,12,14147
1392744,111983,6,23011
2549508,199329,38,34576
2106483,26768,19,49075
2874162,168159,3,48057
773115,88615,13,13790
1313063,153577,7,8518
2593082,12670,30,44799
3335233,199086,7,43663
2279847,108716,19,44843
121389,164545,4,26369
2966423,32726,4,17341
2811439,203332,74,28985
644012,101738,24,30391
3287977,68009,23,27344
3086860,15224,8,10814
3254986,152865,4,432
367186,192795,39,30855
2115387,52598,20,46969
1975881,30425,41,34243
3346439,189244,3,11365
988373,73977,51,7088
3239637,76219,10,13535
2933267,60423,1,10840
734442,162112,12,42969
485123,17390,5,31717
2567386,78372,10,40136
2416155,111385,36,21903
1567725,79606,1,38490
1236851,164853,16,42450
3023332,127984,9,40063
2817318,146672,26,16797
2071545,58672,12,13176
1621056,80230,13,44479
2248763,15289,16,21903
1209956,75013,14,3999
1441276,82356,76,651
3336274,16796,28,40604
19767,33447,19,41618
676396,2230,14,27801
776813,22537,4,17794
201594,78685,11,46667
2115830,78886,11,44172
116945,86646,10,10473
2037403,32567,5,9883
1032378,123608,19,21903
2990228,179232,10,45535
2847040,16969,24,22474
1922719,84505,15,8789
3049538,44706,16,24850
2117849,134607,6,31604
277788,2871,5,33219
2825576,198148,5,44275
712849,26324,22,22395
108575,58804,15,5428
2104350,141911,8,25610
2222269,160132,69,47553
1151100,180222,55,18339
3323443,145500,82,31244
1638455,22173,4,30827
2073946,108020,10,33754
1497581,97805,15,31563
2046148,130789,17,6184
2219541,43577,12,28441
1448371,170390,23,44632
2210328,27532,1,42342
1071259,192754,44,1447
2803634,182377,3,7916
1848835,201213,3,9196
1594652,2332,11,24852
940717,192978,7,33303
2109292,145456,3,24184
879009,64424,8,28985
1715183,8141,7,42976
222081,78275,5,29594
1681498,81753,6,21019
2988850,2584,9,17794
3081264,61809,10,26940
183802,90347,1,44262
3160738,12231,18,21267
3047867,189093,6,31759
949503,66104,6,8021
1906167,60173,2,30091
3248495,70192,3,32151
82228,75462,14,49236
2761556,18272,11,24964
1786030,109709,62,31717
784941,135495,12,27156
3418071,93481,19,13877
953717,96622,7,12082
1573191,90393,12,10468
2222665,164222,4,29103
161129,167031,62,33120
3114559,113145,5,17872
3188624,132572,3,48364
1550935,35625,1,46812
2235960,6244,24,42585
705609,9265,9,19660
1844215,118013,18,39275
1118784,171176,8,8309
3180939,48988,17,48946
2682911,111837,14,4793
2270808,111724,5,47626
1175303,70609,1,31741
1173429,7676,6,35909
536296,13783,56,43768
1017898,154409,20,3957
2463366,127002,7,13187
2682602,193660,3,25438
611831,25658,4,38777
1419062,132154,1,5785
854499,114206,5,16519
2649967,26502,7,47616
900611,37689,98,28204
3096603,35477,39,45588
2589269,142854,24,8732
2621477,22172,12,21137
2853462,156525,20,22395
2810352,70774,31,8174
253988,173188,1,31343
1008117,61078,7,27521
2546939,137492,1,35951
1692532,166364,3,890
1537163,201985,39,1063
1171372,176873,1,13450
307746,138644,8,34243
1100779,103688,9,8424
335026,50641,37,21405
2480989,194656,1,38318
3326512,41957,13,24852
302085,81408,1,21137
1520587,42959,9,47990
1348140,112149,5,4335
1162459,125639,5,47990
3318573,136483,5,42450
3207891,78368,5,17592
1715835,150721,6,22825
1917187,103449,15,32864
2021684,23598,10,2447
1975070,118524,6,9076
1113199,29391,2,47209
1937200,43630,3,35833
1977604,179835,11,42834
389517,56437,1,45234
989340,134651,14,30489
143966,121984,60,276
392602,80055,20,27966
1804587,159316,19,7649
2279337,75709,6,25890
2919604,193318,2,40545
1914513,152397,11,9808
236215,26261,34,6046
123428,110018,1,10
20909,37983,63,16521
1942679,129248,30,8952
1878345,159610,36,41665
3018939,14424,11,16759
2113646,194404,9,12206
3321646,34230,12,33671
204042,13099,1,17795
2266926,88701,10,42404
912316,83993,1,42358
2632692,26614,14,8141
1375179,68425,12,11210
332419,74692,76,13176
644554,65827,28,12080
1920499,133532,32,42450
2117905,138924,46,46969
2490131,72899,6,39157
672562,57697,40,39046
3216339,192602,14,9808
852334,186173,8,8671
1969965,141522,6,47626
1800640,54454,12,33000
2405033,21330,7,33198
2342976,206117,28,41006
2725899,1691,2,33846
657096,16103,59,18599
3390030,94330,38,27744
1786318,41317,13,41621
2782125,12711,27,12714
1751717,188,3,22476
1425781,23170,16,46616
1878990,145018,17,34
1493464,139757,86,36929
2944340,132697,10,40604
3217276,99031,20,11512
2079583,192660,25,47626
1364469,192850,10,33198
1364873,93273,44,27966
2351130,85558,6,35898
854629,126939,11,16349
2417057,195511,7,24852
1816631,153591,9,5933
2143634,32168,46,16995
2998014,94580,13,10246
3408251,78350,2,13198
1724485,147078,21,3298
2397978,59472,15,39275
531305,14597,2,21903
3415682,129684,12,45864
1499665,160458,3,13351
735432,39304,15,22683
311536,96048,66,45210
2415987,86651,6,7175
2817005,84996,33,13176
2127923,24081,3,33245
3319315,109935,62,36726
1321319,140001,11,46138
2106358,172205,2,30532
2912454,157667,60,19272
1711394,85453,6,14705
17944,158091,31,20738
2053880,28934,13,40054
3419293,47717,6,39732
388644,181858,25,40892
2195518,103759,5,10819
1018494,95794,14,16349
2032281,143512,1,24852
1390591,104024,3,8460
1394319,188155,23,19057
2574037,53804,11,21376
1172845,111696,13,43352
462606,57626,12,46906
2141436,87919,13,21914
853304,167752,5,40825
2673453,126405,4,16965
311967,110181,64,45007
1594180,180138,4,5876
1859925,122580,27,17530
2199091,71435,1,5621
1598536,87092,2,26604
2515841,66497,17,49683
35602,39727,15,10
3002814,120463,22,952
1309739,197523,38,5212
3256023,147325,30,15887
1628373,126790,30,2326
2307980,1022,2,29987
1768917,25188,2,41131
56546,54615,5,12427
670733,19792,16,46654
240542,72525,20,16262
331734,113333,7,28842
1090696,45152,1,21376
503194,120157,4,19940
522419,25394,28,11720
1066948,50135,3,14852
2055665,39183,8,44359
3071116,175635,7,1939
96235,65987,41,10653
1761795,103408,1,24759
481768,170984,5,42701
3259671,147670,21,14462
2866969,37786,43,23537
850921,78503,9,35458
2219714,50292,9,43945
1399779,176451,6,22963
1708920,186952,12,31930
2238830,133058,3,36198
3408485,149602,13,18027
1484868,177555,2,33037
2376964,87659,7,38511
1643977,146372,42,10337
170061,151528,13,45066
1748383,87824,16,5785
608581,199061,1,47912
449859,153744,14,46667
445788,10844,2,8859
214330,1793,57,48464
1310741,132034,17,47626
2228248,109231,12,18980
48034,98519,90,34763
1153603,62594,16,16823
1006819,80507,14,23288
982447,87938,11,35213
2146223,111448,6,7274
514494,38527,2,39558
1118533,174016,5,48775
2080295,18936,23,31766
2423246,173519,50,29557
25527,28543,27,6104
3243645,157608,16,18441
847453,4693,70,29299
230890,466,2,48628
3189460,134862,24,17454
3281448,20540,11,47626
239347,105049,11,4942
3307429,142771,6,14678
912820,127635,1,12099
213327,172357,26,39005
455977,166180,13,49235
3410840,31945,47,4920
731967,26349,15,34448
2521246,8596,32,20995
2274101,131211,2,4957
3413589,70802,7,12341
1237641,83216,13,27729
2387740,68285,39,31759
1635112,190775,36,37007
2709538,149394,1,13380
2084730,164141,16,49075
3060915,47644,23,19706
1715938,31636,13,5652
2675483,204375,30,28278
999977,195882,11,42828
1762982,150938,9,25146
213345,65060,2,29393
3162993,147788,26,16797
1452378,68820,11,46969
2994815,29780,12,24561
1634532,156560,17,4600
2592091,187181,2,18125
1243345,149981,12,39275
442643,173375,2,31338
3085744,91928,44,30489
2406817,12104,3,6901
1187971,82525,44,40725
1431134,174819,8,43710
3217023,14242,4,16616
326284,9513,21,17871
2327529,83776,32,3855
1956441,114348,1,37675
922931,134448,12,32156
1781506,2175,11,8953
2630639,89845,5,42342
734239,90125,12,46095
716650,131065,12,21850
1112921,69075,52,13176
3205669,162230,5,45051
891797,3617,26,24852
1304519,27633,3,22788
498503,204757,23,47877
1690454,163686,18,11182
452492,52634,42,44632
236822,117693,71,21560
1832694,80951,28,27845
558163,62929,11,44142
3076745,194643,7,25806
371888,170399,7,7265
2097493,99629,14,8048
1091126,23946,21,33768
425580,151618,50,31635
2752004,14478,16,47209
641869,24481,4,31727
2796382,199820,29,22935
2538265,71933,3,48119
3256636,30921,10,10831
166585,202084,31,42265
1862170,124039,17,29116
1068574,59007,3,6901
3291708,110479,18,25627
555744,133532,55,21872
2492868,31111,20,31242
910480,44846,43,12471
1483017,163345,23,19382
2808588,19582,13,31847
1009798,9601,8,21903
1464354,203838,7,37436
2840478,66844,21,17949
2118979,26478,6,32237
1806558,116120,5,7289
1038723,198678,8,1503
581330,200013,25,10132
987370,19625,11,24852
2438691,42957,21,44632
2885240,170503,7,44471
3126313,114596,28,32478
290322,25871,14,18881
1634729,1750,32,8381
1569036,17981,43,47209
1531166,20072,9,39275
3245367,145672,75,36772
2078624,110668,7,43129
3097259,163061,21,34448
649099,88375,10,24852
2399277,81366,5,42959
1416753,177787,3,24852
2752574,6628,17,39275
367072,194031,45,16083
3397249,176447,4,38444
2661515,16274,46,22035
1294196,145686,24,16019
519114,191600,9,6348
676877,150778,34,5612
1964735,178120,3,22063
841167,179886,72,27845
1537472,23684,11,48104
1983138,73738,27,24852
2896295,150350,6,9808
2094162,118324,21,41844
1789708,136573,16,11837
2974687,150453,26,36316
216455,63258,4,21019
3238946,143188,2,24129
1778749,2812,1,47526
520762,182222,5,48732
2901376,41186,58,3126
1565785,113337,12,46842
551252,198677,11,49326
2132005,123908,31,169
2627029,4628,7,30489
1357767,153195,1,15075
2661465,124908,3,33147
226985,89216,20,35951
629949,62824,23,37208
264980,96888,61,21334
3341525,25589,11,42029
2054040,45757,7,28464
559911,131081,3,20734
1831578,139121,36,13447
3086881,43979,3,23413
1103133,66665,8,39619
3245964,89821,6,40120
29186,158772,6,18985
3174676,38143,7,18095
2360120,172966,72,43662
2634984,69057,23,34335
756368,107134,19,16249
1070272,75664,3,47766
1458468,124611,11,20127
1287682,104887,30,432
2300305,101192,8,48702
2476669,164542,85,5450
2291666,147538,6,23695
2300246,190260,20,37215
855758,60460,2,12206
3153287,88302,42,17769
213926,63935,5,16396
516238,130383,16,2825
2998995,1519,44,31264
2890026,26810,9,3020
760473,151973,40,17616
1672054,63221,17,43692
793382,71800,10,44853
2346390,60254,3,47766
3012694,113197,3,16797
371931,105393,23,18761
2257136,194133,47,5539
528436,190279,3,24952
2979329,14557,7,7753
530081,136904,10,17730
1173728,157764,6,43734
143892,93753,3,29223
2078153,154935,6,6705
962359,138988,32,35369
1395794,34881,18,42460
2689413,199979,21,27401
2384093,141081,8,8277
1783532,44228,61,24852
2725443,125329,6,10819
2310781,92188,20,13740
3031868,4793,17,5077
563813,123186,1,46654
1492109,147007,6,35561
896645,73911,12,6341
68104,203017,23,581
700466,96543,3,6288
241972,36376,72,44987
2274672,129468,1,31256
1141037,98467,22,16283
337215,13961,6,37710
1082848,180575,17,15290
2771124,74477,1,17948
1985628,118917,12,16960
480092,196748,15,32455
2597094,2481,5,48628
1727843,163515,26,35951
1822175,167000,1,17807
1504617,20454,30,19046
1490564,95014,1,44292
3080289,176039,40,20734
2888279,201710,45,7175
60617,6623,26,27344
963299,176918,10,17789
3322602,20846,32,30450
1823907,112940,5,13496
710880,50734,3,29326
73420,193399,1,24841
58683,200109,15,10385
1468527,17900,11,24235
1910118,77249,3,25890
3353822,43534,21,43961
2838647,142816,23,5782
2608461,65961,2,39475
2610334,140451,2,41917
2468225,49503,38,27845
1372713,127396,8,26634
480076,131382,5,29370
3331869,46459,18,4372
3230267,16150,23,17600
1820723,22932,11,39527
3203641,64668,7,10580
382554,105553,19,9444
2068391,57045,2,5077
542565,151657,14,15613
552744,107612,3,34519
3181925,35184,22,49258
2169723,196972,18,38118
3217281,198626,33,36586
1138204,47148,23,16797
1441257,12965,5,27104
1678874,199155,24,35946
1719906,77258,32,42445
3027357,169731,17,23774
1052281,128406,48,41658
1363114,173315,21,26298
2283891,40810,38,31553
374582,188045,4,40268
2499305,186623,1,17758
1638831,27106,3,23794
3006887,33670,23,37646
139603,182642,18,22825
1677099,122423,17,12601
1555535,174084,83,22312
160704,166836,20,42579
3247402,47403,5,29517
646473,1859,19,48364
1392257,190075,39,6873
2773452,160360,5,37766
977733,69010,1,36316
2430473,198888,23,17027
266377,179508,10,12564
2034397,168068,24,20800
1160794,114361,4,47884
3013371,164486,1,26209
418237,171570,12,38618
1398805,128502,3,13176
2452561,7676,11,4447
2141758,200966,10,34128
831443,56876,5,6740
1384025,75884,2,36011
2018282,51468,7,11461
3090788,129605,40,22556
442734,51921,1,5077
2196969,189646,41,19653
1422771,62559,3,22105
891895,152202,47,32757
3265493,42052,5,27243
2861417,141091,11,3449
1787848,105874,7,6631
2286350,110406,1,11481
3044563,173904,1,19894
2939083,13838,12,32655
2851845,39843,22,2295
1906139,70992,9,23537
1798508,2351,1,34358
1632051,19632,3,38739
2708715,89251,1,46667
1278306,6810,55,47630
3140963,203162,20,22935
1590630,118649,12,33206
1418978,9095,8,15433
191521,163159,27,21903
438179,110162,3,13176
1943114,163083,15,31634
3323281,202870,12,22035
1463405,130210,12,35921
1210586,32592,16,21137
887038,152516,1,432
3076593,30351,12,8555
940561,171267,2,49683
2223034,171888,28,6184
2049179,92374,18,8887
90435,47038,56,14084
1018835,97058,1,17689
1755173,105619,2,34466
646598,9340,13,45688
3153064,135296,8,40963
386616,13838,20,21184
2887387,31615,1,45190
887877,19271,21,26634
8382,23,2,3108
2378317,67160,10,21137
808461,148916,6,30442
2033660,160829,5,31506
247643,56389,56,24009
640751,200697,31,19968
1724107,5762,2,16249
1323130,156801,38,29223
494331,105895,7,34287
1575048,93725,32,13755
873045,85125,14,3896
2631798,7843,17,25495
1216742,86359,14,46667
1981690,182507,4,41135
1878600,156795,3,31577
598785,101130,14,21009
2566625,85051,45,9092
1514973,76645,31,43897
631535,39387,21,14133
1836881,17717,11,5025
3001915,201573,14,47626
353805,54369,61,47209
423235,173344,79,9416
714302,173517,18,1940
881054,161875,18,48697
2186624,42432,9,28204
883504,163750,25,35140
2952279,150393,2,21903
1179293,33972,12,36322
846143,65116,5,2291
1883302,15283,5,24852
2225646,204155,4,12332
1538349,80828,45,26629
2631831,127793,7,22935
1279982,82063,10,2581
958232,169993,9,35951
72688,189578,41,13733
1246019,17103,5,48634
92809,193913,11,15576
692638,149730,2,40427
287981,67923,3,6286
3379267,202593,78,12784
3216795,197316,1,10369
2196910,95702,3,38563
1390083,189772,13,13031
1608978,117140,22,14505
2887060,197759,22,5867
1818568,115956,11,32203
150652,142513,3,44449
587605,105981,18,41665
14332,185178,27,31433
803187,173567,4,31737
687643,187442,49,39275
3227859,166534,14,14493
2992929,4787,4,45763
2677343,29732,3,41319
2725834,8199,5,13045
2341741,122895,9,39877
3141487,26082,16,22935
1593870,47484,12,9839
3211796,144160,21,39149
2964790,3643,2,4605
2185,108191,5,25005
2104248,123273,6,3529
962737,14423,13,37687
36827,81183,28,13176
625376,88595,12,18382
3118745,115297,3,49235
1014405,91868,49,19991
1489907,6551,3,29931
2367322,142622,17,34262
2115009,100518,43,47626
248599,187281,20,15776
2789960,47640,60,38834
1477342,165854,15,18531
2806423,198240,61,10246
1060264,93310,2,27925
515825,9784,2,15613
1828382,100013,15,14901
138808,107814,18,14901
1534921,13954,14,13721
2541463,139298,2,28156
2229786,19848,1,21137
2658185,30349,21,14084
1822397,9199,5,47209
2881647,13659,3,8465
1677890,14043,2,33320
1301216,180515,40,5450
1818903,189362,4,2770
3188724,175295,5,41959
2875037,14947,14,29079
253816,131027,1,49099
1319540,177722,2,35786
1170384,169330,4,9337
2766214,112376,1,890
831434,141086,7,21137
2596236,182312,5,49215
56149,177627,30,44683
627649,164243,24,16726
2582141,52179,8,9076
359606,165398,57,19660
1798796,11511,42,48745
616000,80019,2,5077
2847453,51952,15,17874
310910,100591,3,19878
78173,188012,63,43129
1272928,196519,72,23375
2606662,149192,10,42320
2486098,156253,13,12620
458088,117086,59,10312
1510098,108554,7,31992
534882,120167,1,19173
3034279,199723,2,26209
1204647,50582,29,11046
2974178,20645,22,41890
578706,46784,29,27086
2450328,93936,7,5258
2365428,146120,1,3513
2423935,148614,19,13176
1619615,162268,5,43888
144729,83437,9,47042
171488,135429,9,23765
2723877,147770,10,41220
922315,5613,3,39850
561037,136233,54,12845
726440,6087,18,12252
449903,190822,2,21131
2177493,47092,2,49683
1680979,65480,6,27979
1937116,198316,3,19003
613728,75591,20,45445
54939,146779,8,28842
2469191,156966,30,46641
1393274,125125,36,25197
2476678,149680,45,116
3296821,74364,15,46667
3266621,45593,17,24427
970522,43718,39,16349
2009791,17896,40,40310
579906,161010,3,21137
426497,176804,16,23650
2477520,103782,1,17025
711874,164793,2,20320
1000800,34014,93,27845
1832625,20534,10,35752
669181,130082,42,21783
885529,19668,35,3459
2579427,101753,2,9779
674268,82222,4,10070
1655487,29545,7,19660
1122854,47828,2,30534
2493771,116013,15,26790
2821439,191807,4,2120
1305578,195573,22,38650
1880332,103609,2,36697
1361513,68495,7,28805
1844292,60558,43,691
3120402,122207,6,30635
2990236,24048,5,1463
75908,133296,6,43209
1500037,120230,60,10305
236877,41557,9,41834
278499,19195,12,8518
1261243,27769,5,49683
1433388,147990,22,21288
2917703,82188,4,350
1560996,101074,3,32478
415875,45064,11,46900
1768762,193576,27,18362
1993594,2278,30,37464
137902,203512,3,32226
1494784,114347,11,7806
1651414,80146,7,27596
3240163,99641,1,3808
2352584,144095,30,12620
1719009,128987,66,8197
3313633,153318,9,39653
2729264,159162,1,34358
955342,100825,73,116
2772431,134968,25,13870
2200134,93043,3,35628
2900519,39867,13,42526
496223,52290,31,21701
441000,134183,60,5876
313743,157165,4,13097
1816838,40358,1,23085
516497,77265,5,9076
1471496,73129,14,9076
2567948,58363,2,21137
1769333,182022,4,4790
3087376,200860,4,46906
685931,59801,8,39581
3134041,159770,22,46979
861565,182651,10,45066
686860,28345,45,44075
1812545,64534,2,3339
403018,116492,9,13924
1742312,77124,26,44910
283201,166076,74,9076
1486138,37426,3,46842
1166721,179030,22,23233
952061,201805,16,5067
513532,123365,6,12341
1337970,101478,2,5612
1115797,186419,21,2825
2480960,179003,2,49236
31661,42910,33,8467
1832504,141155,1,31343
3148142,157761,13,47626
1215857,116495,1,21701
1779844,118622,7,7963
1583655,160922,12,24184
728762,43051,42,34706
1939345,151053,11,311
3289744,126069,13,48746
2120377,57684,4,1176
1017509,71951,21,17794
1394296,102731,1,41709
2621477,22172,12,7781
3021814,33863,7,28849
2448976,147750,2,21174
568634,30287,4,44799
1848119,162413,8,21295
2973104,94483,8,44359
3333772,61278,27,29794
1083018,59661,3,22337
785244,125693,9,33731
2750550,71491,10,45737
535630,135479,5,36735
